SNo,Date,Symbol,Segment,EntryAt,Signal,Rate,QTY,TGT,SL,Cycle,ExitAt,Closure,ExitRate,Open,High,Low,Close,PP,PR,PS,NewPR,NewPS,LowWick,UpWick,Body,CandleColor,CandleType,SumBody,SMA21,SumClose,AlgoName,TSLFlag
32,18-01-2023,CHOLAFIN,NSECM,12.06.03,BUY,689.25,145,696.6939,684.78366,169,15.18.03,EXIT,691.6,689.15,689.4,688.8,689.4,687.7760355,695.2040167,680.3480543,696.6939,,,,,,,,,,Algo1.1,
33,19-01-2023,PVR,NSECM,10.41.02,SELL,1653.5875,60,1645.319563,1658.548263,85,11.43.03,SL,nil,1654.85,1656.8,1651.55,1653,1654.815098,1663.089174,1646.541023,,1645.319563,,,,,,,,,Algo1.1,
34,19-01-2023,BHARTIARTL,NSECM,13.01.03,BUY,772.8875,129,781.234685,767.879189,225,15.18.02,EXIT,772.35,772.9,773,772.65,772.95,771.1062963,779.4342443,762.7783483,781.234685,,,,,,,,,,Algo1.1,
35,19-01-2023,ADANIPORTS,NSECM,13.58.03,SELL,774.9375,129,766.568175,779.959095,281,15.18.02,EXIT,776.6,775,775.1,774.75,774.95,777.0325623,785.424514,768.6406106,,766.568175,,,,,,,,,Algo1.1,
36,20-01-2023,TVSMOTOR,NSECM,13.47.03,SELL,986.8,132,976.14256,993.194464,29,14.21.03,TGT,nil,986.55,986.95,986.45,986.9,988.5162745,999.1922503,977.8402987,,976.14256,,,,,,,,,Algo1.1,
37,20-01-2023,LUPIN,NSECM,12.51.03,SELL,758.5125,101,750.320565,763.427661,85,15.18.23,EXIT,755.95,758.25,758.65,758.1,758.65,760.2735632,768.4845177,752.0626087,,750.320565,,,,,,,,,Algo1.1,
38,20-01-2023,IRCTC,NSECM,13.47.03,SELL,645.475,155,638.50387,649.657678,85,15.18.24,EXIT,641.5,644.5,645.8,644.5,645.8,647.5439216,654.5373959,640.5504472,,638.50387,,,,,,,,,Algo1.1,
39,23-01-2023,ADANIPORTS,NSECM,10.12.06,BUY,771.875,135,780.21125,766.87325,57,12.10.03,SL,nil,772.45,772.45,771.05,772,770.2584795,778.5772711,761.939688,780.21125,,,,,,,,,,Algo1.1,
40,23-01-2023,BHARTIARTL,NSECM,10.12.05,BUY,773.4125,129,781.765355,768.400787,57,12.27.02,SL,nil,773.75,773.75,773.3,773.3,771.405848,779.7370311,763.0746648,781.765355,,,,,,,,,,Algo1.1,
41,23-01-2023,PVR,NSECM,13.00.04,BUY,1629.85,130,1637.99925,1624.96045,57,14.41.02,SL,nil,1629.95,1630.05,1629.25,1630.05,1628.129333,1636.26998,1619.988687,1637.99925,,,,,,,,,,Algo1.1,
42,23-01-2023,TVSMOTOR,NSECM,13.56.03,SELL,976.7125,140,966.164005,983.041597,141,15.08.04,SL,nil,976.55,977.1,976.55,976.6,978.2925267,988.858086,967.7269674,,966.164005,,,,,,,,,Algo1.1,
43,23-01-2023,CHOLAFIN,NSECM,11.37.03,SELL,712.275,61,704.58243,716.890542,225,15.18.03,EXIT,712.4,712.8,712.85,712.05,712.1,713.941253,721.6518185,706.2306874,,704.58243,,,,,,,,,Algo1.1,
44,23-01-2023,TATACONSUM,NSECM,10.12.04,BUY,740.225,136,748.21943,735.428342,253,15.18.03,EXIT,742.1,740.45,740.45,740.15,740.15,738.4046784,746.3794489,730.4299078,748.21943,,,,,,,,,,Algo1.1,
45,23-01-2023,JSWSTEEL,NSECM,13.28.03,BUY,734.6125,102,742.546315,729.852211,281,15.18.03,EXIT,733.15,734.65,734.8,734.55,734.55,732.8301054,740.7446705,724.9155403,742.546315,,,,,,,,,,Algo1.1,
46,24-01-2023,BHARTIARTL,NSECM,12.09.02,SELL,763.3625,131,755.118185,768.7213048,113,14.08.02,SL,nil,763.05,763.5,763.05,763.45,765.1899705,773.4540222,756.9259188,,755.118185,,,,,,,,,Algo1.1,
47,24-01-2023,TATACONSUM,NSECM,13.33.02,SELL,742.6875,135,734.666475,747.9011663,197,15.18.02,EXIT,741.05,742.5,743.05,742.5,742.6,744.5098985,752.5506054,736.4691916,,734.666475,,,,,,,,,Algo1.1,
48,25-01-2023,JSWSTEEL,NSECM,10.12.02,SELL,718.3375,139,710.579455,723.3802293,57,11.35.03,SL,nil,717.8,718.7,717.45,718.6,720.3134503,728.0928356,712.534065,,710.579455,,,,,,,,,Algo1.1,
49,25-01-2023,LUPIN,NSECM,11.08.03,SELL,741.925,135,733.91221,747.1333135,113,12.10.02,SL,nil,741.9,742.05,741.55,742.05,743.9007375,751.9348654,735.8666095,,733.91221,,,,,,,,,Algo1.1,
